Ubicación_Microsector;Coordenada X;Coordenada Y;Fecha_Formato;Intervalo_Estimado_Modelo;Fecha_Proxima_Predicha;Dias_Restantes_Prediccion;Estado_IA
MS_0993_AMANECER;-72.62437799;-38.75524307;02-06-2020;298.9;27-03-2021;-1710;🔴 Atrasado (Prioridad Alta)
MS_0632_RALUNCOYAN;-72.62350025;-38.70927217;19-03-2019;741.0;28-03-2021;-1709;🔴 Atrasado (Prioridad Alta)
MS_0010_ESTADIO;-72.61638671;-38.7443035;15-05-2019;683.1;28-03-2021;-1709;🔴 Atrasado (Prioridad Alta)
MS_0174_ALEMANIA;-72.628786;-38.730739;04-12-2019;483.8;31-03-2021;-1706;🔴 Atrasado (Prioridad Alta)
MS_0041_ESTADIO;-72.63169722;-38.74341389;05-06-2019;672.4;07-04-2021;-1699;🔴 Atrasado (Prioridad Alta)
MS_0656_RALUNCOYAN;-72.62962778;-38.7116;23-08-2019;599.5;13-04-2021;-1693;🔴 Atrasado (Prioridad Alta)
MS_0563_PRIETO SUR;-72.60279444;-38.74401667;21-08-2018;969.4;16-04-2021;-1690;🔴 Atrasado (Prioridad Alta)
MS_0021_ESTADIO;-72.60253257;-38.74298062;17-12-2018;857.1;22-04-2021;-1684;🔴 Atrasado (Prioridad Alta)
MS_1181_LABRANZA UNO NORTE;-72.77160268;-38.76617585;10-04-2019;745.8;24-04-2021;-1682;🔴 Atrasado (Prioridad Alta)
MS_0701_ESTACION;-72.58038333;-38.73115833;21-06-2019;674.8;25-04-2021;-1681;🔴 Atrasado (Prioridad Alta)
MS_0259_LAS ENCINAS;-72.64407926;-38.73722819;28-08-2019;608.5;27-04-2021;-1679;🔴 Atrasado (Prioridad Alta)
MS_0994_AMANECER;-72.61769488;-38.75534416;06-03-2020;419.1;29-04-2021;-1677;🔴 Atrasado (Prioridad Alta)
MS_0992_AMANECER;-72.618606;-38.758187;04-06-2020;329.3;29-04-2021;-1677;🔴 Atrasado (Prioridad Alta)
MS_0832_5 SUR;-72.61355;-38.751974;14-05-2020;350.6;29-04-2021;-1677;🔴 Atrasado (Prioridad Alta)
MS_0239_LAS ENCINAS;-72.64516379;-38.73674975;28-08-2019;632.0;20-05-2021;-1656;🔴 Atrasado (Prioridad Alta)
MS_0178_ALEMANIA;-72.60641399;-38.73374882;30-06-2020;329.2;25-05-2021;-1651;🔴 Atrasado (Prioridad Alta)
MS_0396_RECABARREN;-72.6526708;-38.75497545;22-08-2018;1008.5;26-05-2021;-1650;🔴 Atrasado (Prioridad Alta)
MS_1083_CREADORES;-72.65298333;-38.71445833;20-07-2018;1042.4;27-05-2021;-1649;🔴 Atrasado (Prioridad Alta)
MS_1097_CREADORES;-72.666725;-38.70956389;29-05-2019;730.8;28-05-2021;-1648;🔴 Atrasado (Prioridad Alta)
MS_0361_VILLA ALEGRE;-72.608391;-38.724131;11-02-2020;478.4;03-06-2021;-1642;🔴 Atrasado (Prioridad Alta)
MS_0252_LAS ENCINAS;-72.64060833;-38.7336;17-12-2019;541.2;10-06-2021;-1635;🔴 Atrasado (Prioridad Alta)
MS_0962_JAVIERA CARRERA ORIENTE;-72.623046;-38.724005;22-11-2019;569.2;13-06-2021;-1632;🔴 Atrasado (Prioridad Alta)
MS_0865_BORDE RIO;-72.62904626;-38.75528408;05-06-2020;376.3;16-06-2021;-1629;🔴 Atrasado (Prioridad Alta)
MS_0387_RECABARREN;-72.63270114;-38.7521834;01-07-2019;716.9;16-06-2021;-1629;🔴 Atrasado (Prioridad Alta)
MS_0101_ACCESO NORTE;-72.5575833;-38.7097477;13-07-2020;342.3;20-06-2021;-1625;🔴 Atrasado (Prioridad Alta)
MS_0675_AQUELARRE;-72.62816667;-38.74775833;06-06-2018;1117.5;27-06-2021;-1618;🔴 Atrasado (Prioridad Alta)
MS_0447_MUSEO FERROVIARIO;-72.56594002;-38.72463155;08-10-2020;264.5;29-06-2021;-1616;🔴 Atrasado (Prioridad Alta)
MS_0098_ACCESO NORTE;-72.551826;-38.709953;28-11-2019;582.8;02-07-2021;-1613;🔴 Atrasado (Prioridad Alta)
MS_0983_AMANECER;-72.62207681;-38.7557919;15-10-2019;632.5;08-07-2021;-1607;🔴 Atrasado (Prioridad Alta)
MS_0253_LAS ENCINAS;-72.64590556;-38.74354444;18-07-2019;726.2;13-07-2021;-1602;🔴 Atrasado (Prioridad Alta)
MS_0369_VILLA ALEGRE;-72.61691111;-38.72228889;24-06-2019;754.0;17-07-2021;-1598;🔴 Atrasado (Prioridad Alta)
MS_0370_VILLA ALEGRE;-72.60674132;-38.72530296;10-02-2020;523.8;17-07-2021;-1598;🔴 Atrasado (Prioridad Alta)
MS_0703_ESTACION;-72.58180556;-38.73200556;21-06-2019;759.2;19-07-2021;-1596;🔴 Atrasado (Prioridad Alta)
MS_0210_LAS ENCINAS;-72.63898999;-38.72789954;06-06-2019;776.3;21-07-2021;-1594;🔴 Atrasado (Prioridad Alta)
MS_0368_VILLA ALEGRE;-72.61654722;-38.7236;24-06-2019;762.9;25-07-2021;-1590;🔴 Atrasado (Prioridad Alta)
MS_0426_MUSEO FERROVIARIO;-72.57534167;-38.72876944;25-06-2020;395.4;25-07-2021;-1590;🔴 Atrasado (Prioridad Alta)
MS_0467_MUSEO FERROVIARIO;-72.572944;-38.720552;13-05-2020;441.6;28-07-2021;-1587;🔴 Atrasado (Prioridad Alta)
MS_0835_5 SUR;-72.60522607;-38.74881224;14-08-2018;1093.9;11-08-2021;-1573;🔴 Atrasado (Prioridad Alta)
MS_0969_JAVIERA CARRERA ORIENTE;-72.623736;-38.724542;21-11-2019;630.2;12-08-2021;-1572;🔴 Atrasado (Prioridad Alta)
MS_1275_MONTE VERDE;-72.65430693;-38.69061162;15-05-2020;457.8;15-08-2021;-1569;🔴 Atrasado (Prioridad Alta)
MS_0898_COSTANERA;-72.54308889;-38.70315278;07-05-2019;832.6;16-08-2021;-1568;🔴 Atrasado (Prioridad Alta)
MS_0897_COSTANERA;-72.5414496;-38.70257191;07-05-2019;832.6;16-08-2021;-1568;🔴 Atrasado (Prioridad Alta)
MS_0215_LAS ENCINAS;-72.63421111;-38.73840278;27-03-2019;873.6;16-08-2021;-1568;🔴 Atrasado (Prioridad Alta)
MS_0441_MUSEO FERROVIARIO;-72.57763333;-38.72378056;25-04-2018;1220.2;27-08-2021;-1557;🔴 Atrasado (Prioridad Alta)
MS_0793_VALPARAISO;-72.56517078;-38.72733359;28-02-2019;915.7;31-08-2021;-1553;🔴 Atrasado (Prioridad Alta)
MS_0652_RALUNCOYAN;-72.62528889;-38.71393056;25-05-2020;467.2;04-09-2021;-1549;🔴 Atrasado (Prioridad Alta)
MS_1105_CREADORES;-72.655894;-38.711467;11-08-2020;395.8;10-09-2021;-1543;🔴 Atrasado (Prioridad Alta)
MS_0660_RALUNCOYAN;-72.62504722;-38.71102778;14-01-2020;607.9;12-09-2021;-1541;🔴 Atrasado (Prioridad Alta)
MS_0385_RECABARREN;-72.65840979;-38.7542;23-08-2018;1123.5;19-09-2021;-1534;🔴 Atrasado (Prioridad Alta)
MS_0373_VILLA ALEGRE;-72.606104;-38.725807;10-02-2020;592.7;24-09-2021;-1529;🔴 Atrasado (Prioridad Alta)
MS_0920_CERRO MARIPOSA;-72.61359722;-38.717225;02-09-2019;757.0;27-09-2021;-1526;🔴 Atrasado (Prioridad Alta)
MS_0328_SAN ANTONIO;-72.57834741;-38.73918619;21-12-2018;1018.4;04-10-2021;-1519;🔴 Atrasado (Prioridad Alta)
MS_0867_BORDE RIO;-72.631055;-38.759513;18-05-2020;506.7;06-10-2021;-1517;🔴 Atrasado (Prioridad Alta)
MS_0057_ESTADIO;-72.61284117;-38.74151468;05-06-2020;490.4;08-10-2021;-1515;🔴 Atrasado (Prioridad Alta)
MS_0465_MUSEO FERROVIARIO;-72.57860833;-38.72808333;24-08-2019;777.8;09-10-2021;-1514;🔴 Atrasado (Prioridad Alta)
MS_0990_AMANECER;-72.620707;-38.758518;30-06-2020;475.6;18-10-2021;-1505;🔴 Atrasado (Prioridad Alta)
MS_0176_ALEMANIA;-72.61748;-38.737801;04-02-2020;623.2;19-10-2021;-1504;🔴 Atrasado (Prioridad Alta)
MS_0466_MUSEO FERROVIARIO;-72.562817;-38.725267;24-10-2019;730.1;23-10-2021;-1500;🔴 Atrasado (Prioridad Alta)
MS_0421_MUSEO FERROVIARIO;-72.56659659;-38.72103644;30-09-2020;391.3;26-10-2021;-1497;🔴 Atrasado (Prioridad Alta)
MS_0422_MUSEO FERROVIARIO;-72.56678154;-38.72049814;02-10-2020;399.0;04-11-2021;-1488;🔴 Atrasado (Prioridad Alta)
MS_0024_ESTADIO;-72.61133333;-38.74064444;24-09-2018;1140.4;07-11-2021;-1485;🔴 Atrasado (Prioridad Alta)
MS_0890_COSTANERA;-72.54855278;-38.70834167;13-11-2018;1092.5;09-11-2021;-1483;🔴 Atrasado (Prioridad Alta)
MS_0788_VALPARAISO;-72.57123056;-38.73733889;06-08-2019;829.3;12-11-2021;-1480;🔴 Atrasado (Prioridad Alta)
MS_0857_BORDE RIO;-72.63003333;-38.76013889;04-04-2019;955.3;14-11-2021;-1478;🔴 Atrasado (Prioridad Alta)
MS_0590_PRIETO SUR;-72.58837222;-38.7334;04-03-2021;256.5;15-11-2021;-1477;🔴 Atrasado (Prioridad Alta)
MS_0333_SAN ANTONIO;-72.57496111;-38.74362222;07-01-2020;685.0;22-11-2021;-1470;🔴 Atrasado (Prioridad Alta)
MS_0659_RALUNCOYAN;-72.6269;-38.71678056;25-05-2020;547.9;23-11-2021;-1469;🔴 Atrasado (Prioridad Alta)
MS_0054_ESTADIO;-72.62335294;-38.73607049;13-12-2019;712.6;24-11-2021;-1468;🔴 Atrasado (Prioridad Alta)
MS_0306_SAN ANTONIO;-72.58264763;-38.74698088;08-08-2018;1210.6;30-11-2021;-1462;🔴 Atrasado (Prioridad Alta)
MS_0007_ESTADIO;-72.61313528;-38.74213871;30-05-2018;1282.8;02-12-2021;-1460;🔴 Atrasado (Prioridad Alta)
MS_0828_5 SUR;-72.60870916;-38.74948115;14-08-2019;853.3;14-12-2021;-1448;🔴 Atrasado (Prioridad Alta)
MS_1102_CREADORES;-72.64792222;-38.71787778;13-09-2019;825.2;16-12-2021;-1446;🔴 Atrasado (Prioridad Alta)
MS_0307_SAN ANTONIO;-72.58324083;-38.74731376;08-08-2018;1230.8;20-12-2021;-1442;🔴 Atrasado (Prioridad Alta)
MS_0044_ESTADIO;-72.63338059;-38.74490224;04-12-2019;748.8;21-12-2021;-1441;🔴 Atrasado (Prioridad Alta)
MS_1173_COIHUECO;-72.65005;-38.710517;12-08-2020;505.7;30-12-2021;-1432;🔴 Atrasado (Prioridad Alta)
MS_0663_RALUNCOYAN;-72.62942924;-38.71245554;22-08-2019;862.5;31-12-2021;-1431;🔴 Atrasado (Prioridad Alta)
MS_0746_NAHUELBUTA;-72.563083;-38.72092;23-07-2020;531.2;05-01-2022;-1426;🔴 Atrasado (Prioridad Alta)
MS_0437_MUSEO FERROVIARIO;-72.573775;-38.72790278;18-02-2020;687.1;05-01-2022;-1426;🔴 Atrasado (Prioridad Alta)
MS_1183_LABRANZA UNO NORTE;-72.77051937;-38.76716111;10-04-2019;1005.7;09-01-2022;-1422;🔴 Atrasado (Prioridad Alta)
MS_1104_CREADORES;-72.655323;-38.712618;03-09-2020;509.8;25-01-2022;-1406;🔴 Atrasado (Prioridad Alta)
MS_0270_LAS ENCINAS;-72.64353977;-38.7421574;23-09-2020;493.1;29-01-2022;-1402;🔴 Atrasado (Prioridad Alta)
MS_0807_VALPARAISO;-72.56048333;-38.73333056;12-09-2019;872.9;31-01-2022;-1400;🔴 Atrasado (Prioridad Alta)
MS_1175_COIHUECO;-72.636873;-38.715073;01-06-2020;618.7;09-02-2022;-1391;🔴 Atrasado (Prioridad Alta)
MS_0342_SAN ANTONIO;-72.58018844;-38.74132637;13-09-2019;881.1;10-02-2022;-1390;🔴 Atrasado (Prioridad Alta)
MS_1170_COIHUECO;-72.62859444;-38.71680278;10-01-2020;769.0;17-02-2022;-1383;🔴 Atrasado (Prioridad Alta)
MS_0664_RALUNCOYAN;-72.62575556;-38.71322778;26-05-2020;632.9;17-02-2022;-1383;🔴 Atrasado (Prioridad Alta)
MS_0059_ESTADIO;-72.63521656;-38.7470989;02-10-2019;877.4;25-02-2022;-1375;🔴 Atrasado (Prioridad Alta)
MS_0985_AMANECER;-72.62723889;-38.75971944;08-04-2019;1055.4;26-02-2022;-1374;🔴 Atrasado (Prioridad Alta)
MS_1103_CREADORES;-72.63656944;-38.72448889;13-08-2020;570.8;06-03-2022;-1366;🔴 Atrasado (Prioridad Alta)
MS_0972_JAVIERA CARRERA ORIENTE;-72.61635388;-38.72610953;02-03-2021;369.3;06-03-2022;-1366;🔴 Atrasado (Prioridad Alta)
MS_0640_RALUNCOYAN;-72.61966111;-38.713675;04-05-2020;675.3;10-03-2022;-1362;🔴 Atrasado (Prioridad Alta)
MS_1172_COIHUECO;-72.629925;-38.71627222;10-01-2020;792.6;12-03-2022;-1360;🔴 Atrasado (Prioridad Alta)
MS_0269_LAS ENCINAS;-72.64260636;-38.74307789;21-09-2020;537.4;12-03-2022;-1360;🔴 Atrasado (Prioridad Alta)
MS_0748_NAHUELBUTA;-72.56384793;-38.7138083;03-03-2021;375.2;13-03-2022;-1359;🔴 Atrasado (Prioridad Alta)
MS_1106_CREADORES;-72.643049;-38.714257;12-08-2020;581.1;16-03-2022;-1356;🔴 Atrasado (Prioridad Alta)
MS_0002_ESTADIO;-72.6292714;-38.73833981;23-03-2018;1463.7;25-03-2022;-1347;🔴 Atrasado (Prioridad Alta)
MS_0982_AMANECER;-72.621319;-38.759548;03-06-2020;660.2;25-03-2022;-1347;🔴 Atrasado (Prioridad Alta)
MS_0856_BORDE RIO;-72.63088889;-38.76008611;14-05-2020;681.6;26-03-2022;-1346;🔴 Atrasado (Prioridad Alta)
MS_1269_JAVIERA CARRERA PONIENTE;-72.62819663;-38.72107526;16-03-2021;383.5;03-04-2022;-1338;🔴 Atrasado (Prioridad Alta)
MS_0653_RALUNCOYAN;-72.625425;-38.71251111;26-05-2020;680.7;06-04-2022;-1335;🔴 Atrasado (Prioridad Alta)
MS_1174_COIHUECO;-72.633363;-38.71294;01-06-2020;675.9;07-04-2022;-1334;🔴 Atrasado (Prioridad Alta)
MS_0678_AQUELARRE;-72.62045278;-38.75386667;03-09-2019;947.8;07-04-2022;-1334;🔴 Atrasado (Prioridad Alta)
MS_1171_COIHUECO;-72.63278056;-38.71441111;06-05-2020;704.0;10-04-2022;-1331;🔴 Atrasado (Prioridad Alta)
MS_0464_MUSEO FERROVIARIO;-72.57780556;-38.72769444;10-08-2019;976.2;12-04-2022;-1329;🔴 Atrasado (Prioridad Alta)
MS_0360_VILLA ALEGRE;-72.61112778;-38.72193056;12-02-2020;802.8;24-04-2022;-1317;🔴 Atrasado (Prioridad Alta)
MS_0272_LAS ENCINAS;-72.64527279;-38.74314536;23-09-2020;592.1;08-05-2022;-1303;🔴 Atrasado (Prioridad Alta)
MS_0468_MUSEO FERROVIARIO;-72.574544;-38.720939;20-05-2020;731.8;21-05-2022;-1290;🔴 Atrasado (Prioridad Alta)
MS_0046_ESTADIO;-72.616624;-38.751151;16-12-2019;887.7;21-05-2022;-1290;🔴 Atrasado (Prioridad Alta)
MS_0991_AMANECER;-72.620988;-38.760386;03-06-2020;721.2;25-05-2022;-1286;🔴 Atrasado (Prioridad Alta)
MS_0583_PRIETO SUR;-72.59961944;-38.74233889;18-06-2020;709.7;28-05-2022;-1283;🔴 Atrasado (Prioridad Alta)
MS_0568_PRIETO SUR;-72.5910502;-38.73520097;20-07-2020;687.0;06-06-2022;-1274;🔴 Atrasado (Prioridad Alta)
MS_0260_LAS ENCINAS;-72.63996108;-38.7360652;20-04-2021;420.9;14-06-2022;-1266;🔴 Atrasado (Prioridad Alta)
MS_0858_BORDE RIO;-72.62900945;-38.75999079;05-04-2019;1170.3;18-06-2022;-1262;🔴 Atrasado (Prioridad Alta)
MS_0591_PRIETO SUR;-72.600535;-38.740017;27-04-2021;420.6;21-06-2022;-1259;🔴 Atrasado (Prioridad Alta)
MS_0477_MUSEO FERROVIARIO;-72.57521657;-38.72113133;20-05-2020;767.5;26-06-2022;-1254;🔴 Atrasado (Prioridad Alta)
MS_0172_ALEMANIA;-72.61794204;-38.73501244;17-06-2020;790.7;16-08-2022;-1203;🔴 Atrasado (Prioridad Alta)
MS_0179_ALEMANIA;-72.625239;-38.731663;19-06-2020;800.8;28-08-2022;-1191;🔴 Atrasado (Prioridad Alta)
MS_0980_AMANECER;-72.62477387;-38.75934481;12-08-2019;1119.5;04-09-2022;-1184;🔴 Atrasado (Prioridad Alta)
MS_0304_SAN ANTONIO;-72.58568662;-38.7465079;08-08-2019;1124.9;05-09-2022;-1183;🔴 Atrasado (Prioridad Alta)
MS_0052_ESTADIO;-72.61227235;-38.74872489;30-08-2019;1106.3;09-09-2022;-1179;🔴 Atrasado (Prioridad Alta)
MS_0594_PRIETO SUR;-72.59085716;-38.74645235;01-10-2019;1082.1;17-09-2022;-1171;🔴 Atrasado (Prioridad Alta)
MS_0633_RALUNCOYAN;-72.62000556;-38.71409167;28-08-2018;1483.5;19-09-2022;-1169;🔴 Atrasado (Prioridad Alta)
MS_0069_ESTADIO;-72.63228185;-38.74568587;04-05-2021;513.6;29-09-2022;-1159;🔴 Atrasado (Prioridad Alta)
MS_0658_RALUNCOYAN;-72.63084722;-38.71471111;06-08-2020;787.7;02-10-2022;-1156;🔴 Atrasado (Prioridad Alta)
MS_0550_CAUPOLICAN;-72.59069671;-38.73406872;24-06-2020;833.2;05-10-2022;-1153;🔴 Atrasado (Prioridad Alta)
MS_0068_ESTADIO;-72.63273008;-38.74765428;03-05-2021;520.1;05-10-2022;-1153;🔴 Atrasado (Prioridad Alta)
MS_0448_MUSEO FERROVIARIO;-72.56573622;-38.72523131;20-01-2021;627.4;09-10-2022;-1149;🔴 Atrasado (Prioridad Alta)
MS_0470_MUSEO FERROVIARIO;-72.5779182;-38.72289125;22-05-2020;880.6;19-10-2022;-1139;🔴 Atrasado (Prioridad Alta)
MS_0647_RALUNCOYAN;-72.62320833;-38.70788056;03-10-2019;1114.7;21-10-2022;-1137;🔴 Atrasado (Prioridad Alta)
MS_0067_ESTADIO;-72.6327426;-38.74828603;28-04-2021;544.5;24-10-2022;-1134;🔴 Atrasado (Prioridad Alta)
MS_0929_CERRO MARIPOSA;-72.60888356;-38.72162047;30-07-2020;833.7;10-11-2022;-1117;🔴 Atrasado (Prioridad Alta)
MS_0070_ESTADIO;-72.62037001;-38.74015184;23-06-2021;508.7;13-11-2022;-1114;🔴 Atrasado (Prioridad Alta)
MS_0037_ESTADIO;-72.62953056;-38.73896146;27-03-2019;1332.9;18-11-2022;-1109;🔴 Atrasado (Prioridad Alta)
MS_0397_RECABARREN;-72.64346503;-38.75658751;19-08-2020;836.6;03-12-2022;-1094;🔴 Atrasado (Prioridad Alta)
MS_0707_ESTACION;-72.58247182;-38.73946295;25-04-2021;596.7;12-12-2022;-1085;🔴 Atrasado (Prioridad Alta)
MS_0618_INDUSTRIAL;-72.65310634;-38.76090998;12-01-2022;335.4;13-12-2022;-1084;🔴 Atrasado (Prioridad Alta)
MS_0363_VILLA ALEGRE;-72.61456654;-38.7227391;31-07-2020;868.7;16-12-2022;-1081;🔴 Atrasado (Prioridad Alta)
MS_0008_ESTADIO;-72.62376389;-38.73715556;24-04-2018;1699.1;18-12-2022;-1079;🔴 Atrasado (Prioridad Alta)
MS_1270_JAVIERA CARRERA PONIENTE;-72.62711481;-38.71818872;16-03-2021;650.7;26-12-2022;-1071;🔴 Atrasado (Prioridad Alta)
MS_1099_CREADORES;-72.66554444;-38.70961111;11-09-2020;836.3;26-12-2022;-1071;🔴 Atrasado (Prioridad Alta)
MS_0271_LAS ENCINAS;-72.64473098;-38.74278693;17-05-2022;228.8;31-12-2022;-1066;🔴 Atrasado (Prioridad Alta)
MS_1267_JAVIERA CARRERA PONIENTE;-72.62752116;-38.72080356;04-12-2020;760.0;03-01-2023;-1063;🔴 Atrasado (Prioridad Alta)
MS_0263_LAS ENCINAS;-72.64497765;-38.74126007;15-09-2020;841.2;04-01-2023;-1062;🔴 Atrasado (Prioridad Alta)
MS_0868_BORDE RIO;-72.64185375;-38.7585063;07-04-2021;638.9;05-01-2023;-1061;🔴 Atrasado (Prioridad Alta)
MS_0339_SAN ANTONIO;-72.58639271;-38.74694959;09-08-2019;1249.4;09-01-2023;-1057;🔴 Atrasado (Prioridad Alta)
MS_0055_ESTADIO;-72.62208106;-38.73837723;09-06-2021;580.1;10-01-2023;-1056;🔴 Atrasado (Prioridad Alta)
MS_0837_5 SUR;-72.6114838;-38.75286519;10-08-2021;528.8;20-01-2023;-1046;🔴 Atrasado (Prioridad Alta)
MS_0399_RECABARREN;-72.6546375;-38.75717459;25-02-2021;694.9;20-01-2023;-1046;🔴 Atrasado (Prioridad Alta)
MS_0107_ACCESO NORTE;-72.54690149;-38.70346075;08-04-2022;294.2;27-01-2023;-1039;🔴 Atrasado (Prioridad Alta)
MS_0928_CERRO MARIPOSA;-72.611907;-38.718277;28-07-2020;913.3;27-01-2023;-1039;🔴 Atrasado (Prioridad Alta)
MS_0053_ESTADIO;-72.61191667;-38.74975278;30-08-2019;1247.2;28-01-2023;-1038;🔴 Atrasado (Prioridad Alta)
MS_0693_ESTACION;-72.57951022;-38.73472149;29-09-2020;853.2;30-01-2023;-1036;🔴 Atrasado (Prioridad Alta)
MS_0071_ESTADIO;-72.6147753;-38.7425019;17-05-2022;262.1;03-02-2023;-1032;🔴 Atrasado (Prioridad Alta)
MS_0673_AQUELARRE;-72.62434444;-38.75078056;10-11-2022;96.3;14-02-2023;-1021;🔴 Atrasado (Prioridad Alta)
MS_1098_CREADORES;-72.66530594;-38.70885833;11-09-2020;886.0;14-02-2023;-1021;🔴 Atrasado (Prioridad Alta)
MS_0930_CERRO MARIPOSA;-72.610035;-38.718041;29-07-2020;931.9;15-02-2023;-1020;🔴 Atrasado (Prioridad Alta)
MS_1119_LABRANZA ALTO;-72.75467423;-38.76147901;28-02-2022;353.7;16-02-2023;-1019;🔴 Atrasado (Prioridad Alta)
MS_0267_LAS ENCINAS;-72.64548625;-38.74097176;15-09-2020;884.8;16-02-2023;-1019;🔴 Atrasado (Prioridad Alta)
MS_0367_VILLA ALEGRE;-72.61329722;-38.72612222;31-07-2020;930.6;16-02-2023;-1019;🔴 Atrasado (Prioridad Alta)
MS_0106_ACCESO NORTE;-72.54498759;-38.70384591;06-04-2022;319.1;19-02-2023;-1016;🔴 Atrasado (Prioridad Alta)
MS_0966_JAVIERA CARRERA ORIENTE;-72.62243454;-38.72591674;04-05-2022;293.8;21-02-2023;-1014;🔴 Atrasado (Prioridad Alta)
MS_0681_AQUELARRE;-72.62332576;-38.74913781;10-11-2022;107.8;25-02-2023;-1010;🔴 Atrasado (Prioridad Alta)
MS_0778_VALPARAISO;-72.56605645;-38.73707627;22-10-2020;859.3;28-02-2023;-1007;🔴 Atrasado (Prioridad Alta)
MS_0111_ACCESO NORTE;-72.54777872;-38.70563468;12-07-2022;231.4;28-02-2023;-1007;🔴 Atrasado (Prioridad Alta)
MS_0836_5 SUR;-72.61075675;-38.7526079;09-08-2021;569.3;01-03-2023;-1006;🔴 Atrasado (Prioridad Alta)
MS_0110_ACCESO NORTE;-72.54702591;-38.70505767;12-07-2022;235.1;04-03-2023;-1003;🔴 Atrasado (Prioridad Alta)
MS_0109_ACCESO NORTE;-72.54633927;-38.70445206;12-07-2022;243.6;12-03-2023;-995;🔴 Atrasado (Prioridad Alta)
MS_0683_AQUELARRE;-72.62269535;-38.75073546;09-11-2022;129.2;18-03-2023;-989;🔴 Atrasado (Prioridad Alta)
MS_0105_ACCESO NORTE;-72.54906941;-38.70695606;12-07-2022;249.1;18-03-2023;-989;🔴 Atrasado (Prioridad Alta)
MS_0617_INDUSTRIAL;-72.6527657;-38.76137568;11-01-2022;437.5;24-03-2023;-983;🔴 Atrasado (Prioridad Alta)
MS_0694_ESTACION;-72.58281944;-38.73073611;29-07-2021;605.5;26-03-2023;-981;🔴 Atrasado (Prioridad Alta)
MS_0975_JAVIERA CARRERA ORIENTE;-72.61190302;-38.72855815;06-06-2022;294.9;27-03-2023;-980;🔴 Atrasado (Prioridad Alta)
MS_0684_AQUELARRE;-72.62292072;-38.7511872;10-11-2022;145.5;04-04-2023;-972;🔴 Atrasado (Prioridad Alta)
MS_0051_ESTADIO;-72.61273611;-38.74950556;30-08-2019;1315.0;05-04-2023;-971;🔴 Atrasado (Prioridad Alta)
MS_0285_LAS ENCINAS;-72.63436832;-38.74350164;06-07-2022;275.1;07-04-2023;-969;🔴 Atrasado (Prioridad Alta)
MS_0863_BORDE RIO;-72.6310503;-38.75528657;04-09-2020;948.7;10-04-2023;-966;🔴 Atrasado (Prioridad Alta)
MS_0619_INDUSTRIAL;-72.65381756;-38.76053526;13-01-2022;455.6;13-04-2023;-963;🔴 Atrasado (Prioridad Alta)
MS_0063_ESTADIO;-72.62800329;-38.73494764;03-10-2018;1656.6;16-04-2023;-960;🔴 Atrasado (Prioridad Alta)
MS_0433_MUSEO FERROVIARIO;-72.56731171;-38.72495808;27-12-2021;476.2;17-04-2023;-959;🔴 Atrasado (Prioridad Alta)
MS_0097_ACCESO NORTE;-72.54152017;-38.70222263;09-08-2022;256.2;22-04-2023;-954;🔴 Atrasado (Prioridad Alta)
MS_0255_LAS ENCINAS;-72.64718611;-38.74392778;02-06-2022;324.3;22-04-2023;-954;🔴 Atrasado (Prioridad Alta)
MS_1096_CREADORES;-72.66453056;-38.70735556;22-11-2018;1623.1;03-05-2023;-943;🔴 Atrasado (Prioridad Alta)
MS_0682_AQUELARRE;-72.62285014;-38.75224878;07-11-2022;178.9;04-05-2023;-942;🔴 Atrasado (Prioridad Alta)
MS_0113_ACCESO NORTE;-72.54958742;-38.70768311;12-07-2022;298.4;06-05-2023;-940;🔴 Atrasado (Prioridad Alta)
MS_0345_SAN ANTONIO;-72.57979186;-38.73999182;01-03-2021;807.1;17-05-2023;-929;🔴 Atrasado (Prioridad Alta)
MS_0444_MUSEO FERROVIARIO;-72.58099167;-38.72930833;17-08-2021;655.1;03-06-2023;-912;🔴 Atrasado (Prioridad Alta)
MS_0022_ESTADIO;-72.62163827;-38.73761643;09-06-2021;725.6;04-06-2023;-911;🔴 Atrasado (Prioridad Alta)
MS_0164_ALEMANIA;-72.62684444;-38.73348056;28-03-2019;1539.2;14-06-2023;-901;🔴 Atrasado (Prioridad Alta)
MS_0894_COSTANERA;-72.55049167;-38.71320833;12-12-2018;1646.2;15-06-2023;-900;🔴 Atrasado (Prioridad Alta)
MS_0014_ESTADIO;-72.61503761;-38.73891548;10-06-2020;1109.2;24-06-2023;-891;🔴 Atrasado (Prioridad Alta)
MS_0329_SAN ANTONIO;-72.57729722;-38.74029722;22-03-2022;484.8;19-07-2023;-866;🔴 Atrasado (Prioridad Alta)
MS_0974_JAVIERA CARRERA ORIENTE;-72.61681452;-38.72834443;31-05-2022;416.1;21-07-2023;-864;🔴 Atrasado (Prioridad Alta)
MS_0302_SAN ANTONIO;-72.58552047;-38.7460079;04-08-2020;1084.0;23-07-2023;-862;🔴 Atrasado (Prioridad Alta)
MS_0616_INDUSTRIAL;-72.65209515;-38.76184627;11-01-2022;559.3;24-07-2023;-861;🔴 Atrasado (Prioridad Alta)
MS_0838_5 SUR;-72.60947465;-38.75232367;13-08-2021;712.4;26-07-2023;-859;🔴 Atrasado (Prioridad Alta)
MS_0685_AQUELARRE;-72.62124441;-38.75061859;11-11-2022;259.9;28-07-2023;-857;🔴 Atrasado (Prioridad Alta)
